Title,Title_URL,Content
Chessman,https://www.brooklynmuseum.org/opencollection/objects/160688,"
      Fausto Melotti; Richard-GinoriChessmanca. 1949    "
Kila Lamp,https://www.brooklynmuseum.org/opencollection/objects/170878,"
      Harry AllenAmerican, born 1964Kila Lamp2005    "
Pedestal,https://www.brooklynmuseum.org/opencollection/objects/171845,"
      Pedestalca. 1885    "
Vase,https://www.brooklynmuseum.org/opencollection/objects/187688,"
      Dorothy HafnerAmerican, born 1953Vase1982    "
"""Current"" Chair",https://www.brooklynmuseum.org/opencollection/objects/210127,"
      Vivian Beer; Vivian Beer Studio Works""Current"" Chairdesigned 2004, manufactured 2008    "
Beaded Necklace,https://www.brooklynmuseum.org/opencollection/objects/224449,"
      Beaded Necklaceca. 1539–1190 B.C.E.    "
Ritual Mask,https://www.brooklynmuseum.org/opencollection/objects/224790,"
      Ritual Maskprobably late 19th century    "
Jar with Epitaph Inscription,https://www.brooklynmuseum.org/opencollection/objects/224843,"
      Jar with Epitaph Inscription19th–early 20th century    "
Sutra Case,https://www.brooklynmuseum.org/opencollection/objects/224902,"
      Sutra Case12th–13th century    "
"Atlante, one of four, from Hugh J. Chisholm Mansion, 813 Fifth Avenue, NYC",https://www.brooklynmuseum.org/opencollection/objects/2832,"
      Atlante, one of four, from Hugh J. Chisholm Mansion, 813 Fifth Avenue, NYCca. 1899    "
Head of a Monk,https://www.brooklynmuseum.org/opencollection/objects/4289,"
      Head of a Monk6th century    "
Bracket with Lotus Leaf Pattern,https://www.brooklynmuseum.org/opencollection/objects/8720,"
      Bracket with Lotus Leaf Pattern    "
Bracket with Lotus Flower Pattern,https://www.brooklynmuseum.org/opencollection/objects/8721,"
      Bracket with Lotus Flower Pattern    "
Ewer,https://www.brooklynmuseum.org/opencollection/objects/10272,"
      Ewerlate 11th–early 12th century    "
Sprinkler (Qum qum),https://www.brooklynmuseum.org/opencollection/objects/13972,"
      Sprinkler (Qum qum)13th–14th century    "
Pediment for the Brooklyn Museum,https://www.brooklynmuseum.org/opencollection/objects/21738,"
      Daniel Chester French; Adolph Alexander Weinman; Piccirilli BrothersPediment for the Brooklyn Museum1914    "
"Portrait of a Young Man after Richard Cosway (English, 1742-1821)",https://www.brooklynmuseum.org/opencollection/objects/33713,"
      UnknownPortrait of a Young Man after Richard Cosway (English, 1742-1821)n.d.    "
Fragment of a Shabti of Akhenaten,https://www.brooklynmuseum.org/opencollection/objects/45503,"
      Fragment of a Shabti of Akhenatenca. 1352–1336 B.C.E.    "
Table,https://www.brooklynmuseum.org/opencollection/objects/59362,"
      George A. Schastey1839–1894Table1882–4    "
"Upholstered Slipper Chair, Aesthetic Movement style with Moorish style embroidery (Rocke...    ",https://www.brooklynmuseum.org/opencollection/objects/59363,"
      George A. Schastey1839–1894Upholstered Slipper Chair, Aesthetic Movement style with Moorish style embroidery (Rocke...    "
"Armchair, Aesthetic Movement style with Moorish style embroidery(Rockefeller Room)
  ",https://www.brooklynmuseum.org/opencollection/objects/59366,"
      George A. Schastey1839–1894Armchair, Aesthetic Movement style with Moorish style embroidery(Rockefeller Room)
  "
Jug,https://www.brooklynmuseum.org/opencollection/objects/68303,"
      Guido GamboneJug20th century    "
"Atlante, one of four, from Hugh J. Chisholm Mansion, 813 Fifth Avenue, NYC",https://www.brooklynmuseum.org/opencollection/objects/87513,"
      Atlante, one of four, from Hugh J. Chisholm Mansion, 813 Fifth Avenue, NYCca. 1899    "
"Atlante, one of four, from Hugh J. Chisholm Mansion, 813 Fifth Avenue, NYC",https://www.brooklynmuseum.org/opencollection/objects/87514,"
      Atlante, one of four, from Hugh J. Chisholm Mansion, 813 Fifth Avenue, NYCca. 1899    "
"Atlante, one of four, from Hugh J. Chisholm Mansion, 813 Fifth Avenue, NYC",https://www.brooklynmuseum.org/opencollection/objects/87515,"
      Atlante, one of four, from Hugh J. Chisholm Mansion, 813 Fifth Avenue, NYCca. 1899    "
Figure of Harpocrates,https://www.brooklynmuseum.org/opencollection/objects/97117,"
      Figure of Harpocrates    "
"Keystone with Bearded King, one of two, from Lorsch Building, 37-39 Maiden Lane, NYC (demolished ...    ",https://www.brooklynmuseum.org/opencollection/objects/100337,"
      Louis KornAmericanKeystone with Bearded King, one of two, from Lorsch Building, 37-39 Maiden Lane, NYC (demolished ...    "
"Keystone with Bearded King, one of two, from Lorsch Building, 37-39 Maiden Lane, NYC (demolished ...    ",https://www.brooklynmuseum.org/opencollection/objects/100338,"
      Louis KornAmericanKeystone with Bearded King, one of two, from Lorsch Building, 37-39 Maiden Lane, NYC (demolished ...    "
Bodhisattva Padmapani,https://www.brooklynmuseum.org/opencollection/objects/104810,"
      Bodhisattva Padmapani11th–12th century    "
Bodhisattva Manjushri,https://www.brooklynmuseum.org/opencollection/objects/107711,"
      Bodhisattva Manjushri10th–11th century    "
Seated Buddha,https://www.brooklynmuseum.org/opencollection/objects/112283,"
      Seated Buddha18th century    "
Yakshi,https://www.brooklynmuseum.org/opencollection/objects/113109,"
      Yakshi12th–13th century    "
Kali Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166068,"
      Judy ChicagoAmerican, born 1939Kali Place Setting1974–1979    "
Sophia Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166070,"
      Judy ChicagoAmerican, born 1939Sophia Place Setting1974–1979    "
Trotula Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166082,"
      Judy ChicagoAmerican, born 1939Trotula Place Setting1974–1979    "
Anna van Schurman Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166090,"
      Judy ChicagoAmerican, born 1939Anna van Schurman Place Setting1974–1979    "
Caroline Herschel Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166093,"
      Judy ChicagoAmerican, born 1939Caroline Herschel Place Setting1974–1979    "
Mary Wollstonecraft Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166094,"
      Judy ChicagoAmerican, born 1939Mary Wollstonecraft Place Setting1974–1979    "
Susan B. Anthony Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166096,"
      Judy ChicagoAmerican, born 1939Susan B. Anthony Place Setting1974–1979    "
Elizabeth Blackwell Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166097,"
      Judy ChicagoAmerican, born 1939Elizabeth Blackwell Place Setting1974–1979    "
Emily Dickinson Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166098,"
      Judy ChicagoAmerican, born 1939Emily Dickinson Place Setting1974–1979    "
Ethel Smyth Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166099,"
      Judy ChicagoAmerican, born 1939Ethel Smyth Place Setting1974–1979    "
Margaret Sanger Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166100,"
      Judy ChicagoAmerican, born 1939Margaret Sanger Place Setting1974–1979    "
Virginia Woolf Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166102,"
      Judy ChicagoAmerican, born 1939Virginia Woolf Place Setting1974–1979    "
Georgia O'Keeffe Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166103,"
      Judy ChicagoAmerican, born 1939Georgia O'Keeffe Place Setting1974–1979    "
Comb,https://www.brooklynmuseum.org/opencollection/objects/169193,"
      Comb18th century    "
Ten-armed Mahishasura Mardini,https://www.brooklynmuseum.org/opencollection/objects/169270,"
      Ten-armed Mahishasura Mardini18th–19th century    "
Achi Chokyi Drolma on a Horse,https://www.brooklynmuseum.org/opencollection/objects/194469,"
      Achi Chokyi Drolma on a Horse18th–19th century    "
Figure of Standing Bodhisattva Avalokiteshvara,https://www.brooklynmuseum.org/opencollection/objects/224860,"
      Figure of Standing Bodhisattva Avalokiteshvara7th century    "
Personal Shrine with Bodhisattva Gwaneum (Avalokiteshvara) and Guardian Figure,https://www.brooklynmuseum.org/opencollection/objects/224918,"
      Personal Shrine with Bodhisattva Gwaneum (Avalokiteshvara) and Guardian Figure10th–12th century    "
Buddhist Temple Bell,https://www.brooklynmuseum.org/opencollection/objects/224919,"
      Buddhist Temple Bell12th–13th century    "
Jar with Two String-Hole Handles,https://www.brooklynmuseum.org/opencollection/objects/3258,"
      Jar with Two String-Hole Handlesca. 3600–2800 B.C.E.    "
Lady with Tambourine,https://www.brooklynmuseum.org/opencollection/objects/23595,"
      UnknownLady with Tambourine19th century    "
Portrait in Profile of a Young Man,https://www.brooklynmuseum.org/opencollection/objects/24623,"
      UnknownPortrait in Profile of a Young Mann.d.    "
Nicholas Schenck House from Canarsie Park,https://www.brooklynmuseum.org/opencollection/objects/28782,"
      Nicholas SchenckNicholas Schenck House from Canarsie Parkca. 1770–1775    "
Red Pigment,https://www.brooklynmuseum.org/opencollection/objects/43580,"
      Red Pigmentca. 1352–1336 B.C.E.    "
Blue-Green Pigment,https://www.brooklynmuseum.org/opencollection/objects/43582,"
      Blue-Green Pigmentca. 1352–1336 B.C.E.    "
Body of a Toy Chariot,https://www.brooklynmuseum.org/opencollection/objects/47279,"
      Indus Valley CultureBody of a Toy Chariot3000–2500 B.C.E.    "
Covered Water Pitcher,https://www.brooklynmuseum.org/opencollection/objects/57648,"
      Parks BoydCovered Water Pitcherca. 1807    "
Covered Sugar Bowl,https://www.brooklynmuseum.org/opencollection/objects/57667,"
      Parks BoydCovered Sugar Bowl1795–1819    "
Worsham-Rockefeller Room,https://www.brooklynmuseum.org/opencollection/objects/59358,"
      Worsham-Rockefeller Roombuilt ca. 1864–1865; remodeled ca. 1881    "
Couch with 3 cushions (one of a pair) Aesthetic Movement style with Moorish style embroi...    ,https://www.brooklynmuseum.org/opencollection/objects/59360,"
      George A. Schastey1839–1894Couch with 3 cushions (one of a pair) Aesthetic Movement style with Moorish style embroi...    "
Side chair (one of a pair) Aesthetic Movement style with Moorish style embroidery (Rocke...    ,https://www.brooklynmuseum.org/opencollection/objects/59364,"
      George A. Schastey1839–1894Side chair (one of a pair) Aesthetic Movement style with Moorish style embroidery (Rocke...    "
Mummy Mask,https://www.brooklynmuseum.org/opencollection/objects/61788,"
      Mummy Maskca. 2500–2170 B.C.E.    "
Salt,https://www.brooklynmuseum.org/opencollection/objects/86979,"
      Jacobus Vander Spiegel1668–1708Saltca. 1690    "
Globular Vase with Cylindrical Neck,https://www.brooklynmuseum.org/opencollection/objects/92727,"
      NubianGlobular Vase with Cylindrical Neck2nd–3rd century C.E.    "
House Model,https://www.brooklynmuseum.org/opencollection/objects/101427,"
      House Model12th–13th century    "
Standing Kali,https://www.brooklynmuseum.org/opencollection/objects/104475,"
      Standing Kali12th century    "
"Glass, One of a Pair",https://www.brooklynmuseum.org/opencollection/objects/112724,"
      George Sakier; Fostoria Glass CompanyGlass, One of a Pairca. 1930    "
Buddha Mucalinda and Attendants,https://www.brooklynmuseum.org/opencollection/objects/112923,"
      Buddha Mucalinda and Attendantslate 12th–13th century    "
Female Bust,https://www.brooklynmuseum.org/opencollection/objects/115338,"
      Female Bust11th–12th century    "
Mother Goddess Figurine,https://www.brooklynmuseum.org/opencollection/objects/122370,"
      Mother Goddess Figurine3rd–2nd century B.C.E.    "
Casket,https://www.brooklynmuseum.org/opencollection/objects/124936,"
      Casket14th century    "
Jug,https://www.brooklynmuseum.org/opencollection/objects/125959,"
      Jug12th century    "
Hexagonal Tile with Çintamani Pattern,https://www.brooklynmuseum.org/opencollection/objects/125970,"
      Hexagonal Tile with Çintamani Pattern16th century    "
Narrative Panel: Royal Figure with Attendants,https://www.brooklynmuseum.org/opencollection/objects/146466,"
      Narrative Panel: Royal Figure with Attendants5th century    "
"Folio of Text from a ""Khamseh"" of Nizami",https://www.brooklynmuseum.org/opencollection/objects/157618,"
      NizamiFolio of Text from a ""Khamseh"" of Nizamica. 1481    "
"[Untitled], One of 274 Vintage Photographs",https://www.brooklynmuseum.org/opencollection/objects/161432,"
      [Untitled], One of 274 Vintage Photographslate 19th–early 20th century    "
Right Hand from an Anthropoid Coffin,https://www.brooklynmuseum.org/opencollection/objects/185796,"
      Right Hand from an Anthropoid Coffin1292–945 B.C.E.    "
Folio from a Qur'an,https://www.brooklynmuseum.org/opencollection/objects/220065,"
      Folio from a Qur'an14th century    "
Vajra Hand Bell with Five Kings Design,https://www.brooklynmuseum.org/opencollection/objects/224921,"
      Vajra Hand Bell with Five Kings Design    "
Necklace,https://www.brooklynmuseum.org/opencollection/objects/3085,"
      Necklaceca. 1938–1700 B.C.E.    "
Necklace,https://www.brooklynmuseum.org/opencollection/objects/3086,"
      Necklaceca. 1938–1700 B.C.E.    "
Kohl Jar,https://www.brooklynmuseum.org/opencollection/objects/3088,"
      Kohl Jarca. 1938–1700 B.C.E.    "
Kohl Jar,https://www.brooklynmuseum.org/opencollection/objects/3090,"
      Kohl Jarca. 1938–1700 B.C.E.    "
Ointment Vase,https://www.brooklynmuseum.org/opencollection/objects/3091,"
      Ointment Vaseca. 1938–1700 B.C.E.    "
Ointment Vase,https://www.brooklynmuseum.org/opencollection/objects/3092,"
      Ointment Vaseca. 1938–1700 B.C.E.    "
Ointment Vase,https://www.brooklynmuseum.org/opencollection/objects/3093,"
      Ointment Vaseca. 1938–1700 B.C.E.    "
Cylindrical Tube Amulet,https://www.brooklynmuseum.org/opencollection/objects/3098,"
      Cylindrical Tube Amuletca. 1938–1700 B.C.E.    "
Pendant,https://www.brooklynmuseum.org/opencollection/objects/3099,"
      Pendantca. 1938–1700 B.C.E.    "
Pendant,https://www.brooklynmuseum.org/opencollection/objects/3100,"
      Pendantca. 1938–1700 B.C.E.    "
"Undecorated Bracelet, One of Pair",https://www.brooklynmuseum.org/opencollection/objects/3105,"
      Undecorated Bracelet, One of Pairca. 1938–1700 B.C.E.    "
Ram and Lion,https://www.brooklynmuseum.org/opencollection/objects/3589,"
      Ram and Lion525–404 B.C.E.    "
Lion Vessel,https://www.brooklynmuseum.org/opencollection/objects/3736,"
      Lion Vesselca. 525–404 B.C.E.    "
Hollow Biconical Bead,https://www.brooklynmuseum.org/opencollection/objects/4288,"
      Hollow Biconical Beadca. 1938–1700 B.C.E.    "
"Undecorated Bracelet, One of Pair",https://www.brooklynmuseum.org/opencollection/objects/4321,"
      Undecorated Bracelet, One of Pairca. 1938–1700 B.C.E.    "
Kohl Jar with Cover,https://www.brooklynmuseum.org/opencollection/objects/8634,"
      Kohl Jar with Coverca. 1539–1292 B.C.E.    "
Protective God as Dancer and Musician,https://www.brooklynmuseum.org/opencollection/objects/9677,"
      Protective God as Dancer and Musicianca. 1390–1327 B.C.E.    "
Fragment from a vessel,https://www.brooklynmuseum.org/opencollection/objects/10110,"
      Fragment from a vesselca. 1352–1336 B.C.E.    "
Painting of a Man Smelling a Lotus Flower,https://www.brooklynmuseum.org/opencollection/objects/35105,"
      Painting of a Man Smelling a Lotus Flowerca. 1479–1390 B.C.E.    "
Fragmentary Shabti of Nefertiti,https://www.brooklynmuseum.org/opencollection/objects/35964,"
      Fragmentary Shabti of Nefertitica. 1352–1336 B.C.E.    "
Lump of Egyptian Green Frit,https://www.brooklynmuseum.org/opencollection/objects/43581,"
      Lump of Egyptian Green Fritca. 1352–1336 B.C.E.    "
Yellow Pigment,https://www.brooklynmuseum.org/opencollection/objects/43583,"
      Yellow Pigmentca. 1352–1336 B.C.E.    "
Offering Bearers and Floral Bouquet,https://www.brooklynmuseum.org/opencollection/objects/44923,"
      Offering Bearers and Floral Bouquet332–30 B.C.E. (possibly)    "
Dish Depicting Turbaned Youth and Persian Poetic Inscriptions,https://www.brooklynmuseum.org/opencollection/objects/54025,"
      Dish Depicting Turbaned Youth and Persian Poetic Inscriptionsearly 17th century    "
Tile,https://www.brooklynmuseum.org/opencollection/objects/54052,"
      Tile13th–14th century    "
Couch with 3 cushions (one of a pair) Aesthetic Movement style with Moorish style embroi...    ,https://www.brooklynmuseum.org/opencollection/objects/59359,"
      George A. Schastey1839–1894Couch with 3 cushions (one of a pair) Aesthetic Movement style with Moorish style embroi...    "
Water Pitcher,https://www.brooklynmuseum.org/opencollection/objects/60614,"
      Water Pitcher19th century    "
Bowl,https://www.brooklynmuseum.org/opencollection/objects/60830,"
      Bowl19th century    "
Drop Leaf Table with Trestle Legs and Straight Gates,https://www.brooklynmuseum.org/opencollection/objects/85886,"
      AmericanDrop Leaf Table with Trestle Legs and Straight Gatesca. 1690    "
Tile,https://www.brooklynmuseum.org/opencollection/objects/98870,"
      Tilelate 19th century    "
Fragment of Pottery with Design,https://www.brooklynmuseum.org/opencollection/objects/100405,"
      Fragment of Pottery with Designca. 1390–1352 B.C.E.    "
Fragment of Pottery with Design,https://www.brooklynmuseum.org/opencollection/objects/100407,"
      Fragment of Pottery with Designca. 1390–1352 B.C.E.    "
Fragment of Pottery with Design,https://www.brooklynmuseum.org/opencollection/objects/100409,"
      Fragment of Pottery with Designca. 1390–1352 B.C.E.    "
Huqqah Bowl,https://www.brooklynmuseum.org/opencollection/objects/106151,"
      MughalHuqqah Bowlearly 18th century    "
Standing Padmapani,https://www.brooklynmuseum.org/opencollection/objects/109949,"
      Standing Padmapani17th–18th century    "
Dancing Krishna,https://www.brooklynmuseum.org/opencollection/objects/110420,"
      Dancing Krishnaca. 11th century    "
Architectural Panel,https://www.brooklynmuseum.org/opencollection/objects/114188,"
      MughalArchitectural Panel18th century    "
Cosmetic Container,https://www.brooklynmuseum.org/opencollection/objects/117483,"
      Cosmetic Containerca. 1336 B.C.E.–1295 B.C.E.    "
Blue-painted Jar,https://www.brooklynmuseum.org/opencollection/objects/119493,"
      Blue-painted Jarca. 1336–1190 B.C.E.    "
Illuminated Qur'an Manuscript,https://www.brooklynmuseum.org/opencollection/objects/120409,"
      Illuminated Qur'an Manuscript1799–1800    "
Divination Bowl with Inscriptions and Zodiac Signs,https://www.brooklynmuseum.org/opencollection/objects/122270,"
      Divination Bowl with Inscriptions and Zodiac Signsmid–16th century    "
Bes Jar,https://www.brooklynmuseum.org/opencollection/objects/123058,"
      Bes Jar664–332 B.C.E.    "
Eight-pointed Star Tile,https://www.brooklynmuseum.org/opencollection/objects/124889,"
      Eight-pointed Star Tileca. 1290–91    "
Eight-Pointed Star Tile,https://www.brooklynmuseum.org/opencollection/objects/124892,"
      Eight-Pointed Star Tileca. 1310    "
Prayer Rug,https://www.brooklynmuseum.org/opencollection/objects/124935,"
      Prayer Rug18th century    "
Plate,https://www.brooklynmuseum.org/opencollection/objects/125004,"
      Plateca. 1560    "
Rectangular Tile,https://www.brooklynmuseum.org/opencollection/objects/125955,"
      Rectangular Tileca. 1575    "
"Bowl Depicting A Human-Headed Winged Quadruped, Possibly Buraq",https://www.brooklynmuseum.org/opencollection/objects/125960,"
      Bowl Depicting A Human-Headed Winged Quadruped, Possibly Buraq11th–12th century    "
Bowl,https://www.brooklynmuseum.org/opencollection/objects/125962,"
      Bowl9th–10th century    "
Tile,https://www.brooklynmuseum.org/opencollection/objects/125965,"
      Tileca. 1575    "
Bowl,https://www.brooklynmuseum.org/opencollection/objects/125977,"
      Bowl9th–10th century    "
Aquamanile in the Form of a Lion,https://www.brooklynmuseum.org/opencollection/objects/125979,"
      Aquamanile in the Form of a Lion12th century    "
"Bowl, 1 of 4",https://www.brooklynmuseum.org/opencollection/objects/152731,"
      Bowl, 1 of 411th–12th century    "
"Bowl, 1 of 4",https://www.brooklynmuseum.org/opencollection/objects/152732,"
      Bowl, 1 of 411th–12th century    "
Head of Bodhisattva Avalokiteshvara,https://www.brooklynmuseum.org/opencollection/objects/154545,"
      Head of Bodhisattva Avalokiteshvara10th century    "
Tile Relief with Antelope and Lion,https://www.brooklynmuseum.org/opencollection/objects/154671,"
      Tile Relief with Antelope and Lion5th century    "
Headrest,https://www.brooklynmuseum.org/opencollection/objects/159422,"
      SidamoHeadrest20th century    "
Primordial Goddess Place Setting,https://www.brooklynmuseum.org/opencollection/objects/165971,"
      Judy ChicagoAmerican, born 1939Primordial Goddess Place Setting1974–1979    "
Fertile Goddess Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166066,"
      Judy ChicagoAmerican, born 1939Fertile Goddess Place Setting1974–1979    "
Ishtar Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166067,"
      Judy ChicagoAmerican, born 1939Ishtar Place Setting1974–1979    "
Snake Goddess Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166069,"
      Judy ChicagoAmerican, born 1939Snake Goddess Place Setting1974–1979    "
Amazon Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166071,"
      Judy ChicagoAmerican, born 1939Amazon Place Setting1974–1979    "
Hatshepsut Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166072,"
      Judy ChicagoAmerican, born 1939Hatshepsut Place Setting1974–1979    "
Judith Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166073,"
      Judy ChicagoAmerican, born 1939Judith Place Setting1974–1979    "
Sappho Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166074,"
      Judy ChicagoAmerican, born 1939Sappho Place Setting1974–1979    "
Aspasia Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166075,"
      Judy ChicagoAmerican, born 1939Aspasia Place Setting1974–1979    "
Boadaceia Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166076,"
      Judy ChicagoAmerican, born 1939Boadaceia Place Setting1974–1979    "
Hypatia Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166077,"
      Judy ChicagoAmerican, born 1939Hypatia Place Setting1974–1979    "
Marcella Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166078,"
      Judy ChicagoAmerican, born 1939Marcella Place Setting1974–1979    "
Saint Bridget Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166079,"
      Judy ChicagoAmerican, born 1939Saint Bridget Place Setting1974–1979    "
Theodora Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166080,"
      Judy ChicagoAmerican, born 1939Theodora Place Setting1974–1979    "
Hrosvitha Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166081,"
      Judy ChicagoAmerican, born 1939Hrosvitha Place Setting1974–1979    "
Eleanor of Aquitaine Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166083,"
      Judy ChicagoAmerican, born 1939Eleanor of Aquitaine Place Setting1974–1979    "
Hildegarde of Bingen Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166084,"
      Judy ChicagoAmerican, born 1939Hildegarde of Bingen Place Setting1974–1979    "
Petronilla de Meath Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166085,"
      Judy ChicagoAmerican, born 1939Petronilla de Meath Place Setting1974–1979    "
Christine de Pisan Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166086,"
      Judy ChicagoAmerican, born 1939Christine de Pisan Place Setting1974–1979    "
Isabella d'Este Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166087,"
      Judy ChicagoAmerican, born 1939Isabella d'Este Place Setting1974–1979    "
Elizabeth R. Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166088,"
      Judy ChicagoAmerican, born 1939Elizabeth R. Place Setting1974–1979    "
Artemisia Gentileschi Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166089,"
      Judy ChicagoAmerican, born 1939Artemisia Gentileschi Place Setting1974–1979    "
Anne Hutchinson Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166091,"
      Judy ChicagoAmerican, born 1939Anne Hutchinson Place Setting1974–1979    "
Sacajawea Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166092,"
      Judy ChicagoAmerican, born 1939Sacajawea Place Setting1974–1979    "
Sojourner Truth Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166095,"
      Judy ChicagoAmerican, born 1939Sojourner Truth Place Setting1974–1979    "
Natalie Barney Place Setting,https://www.brooklynmuseum.org/opencollection/objects/166101,"
      Judy ChicagoAmerican, born 1939Natalie Barney Place Setting1974–1979    "
Along the Way,https://www.brooklynmuseum.org/opencollection/objects/218581,"
      KAWSAmerican, born 1974Along the Way2013    "
Lobed Bottle with Simurghs (Phoenixes) in Flight,https://www.brooklynmuseum.org/opencollection/objects/54010,"
      Lobed Bottle with Simurghs (Phoenixes) in Flight17th century    "
Frieze Tile with Animals,https://www.brooklynmuseum.org/opencollection/objects/54013,"
      Frieze Tile with Animals13th–14th century    "
Urn,https://www.brooklynmuseum.org/opencollection/objects/57463,"
      Roswell GleasonUrn1821–1871    "
Standish,https://www.brooklynmuseum.org/opencollection/objects/57624,"
      Henry WillStandishca. 1761–1793    "
Side chair (one of a pair) Aesthetic Movement style with Moorish style embroidery (Rocke...    ,https://www.brooklynmuseum.org/opencollection/objects/59365,"
      George A. Schastey1839–1894Side chair (one of a pair) Aesthetic Movement style with Moorish style embroidery (Rocke...    "
"Sheraton Side Chair, One of Set",https://www.brooklynmuseum.org/opencollection/objects/80567,"
      AmericanSheraton Side Chair, One of Setca.1820    "
Book Stand,https://www.brooklynmuseum.org/opencollection/objects/85399,"
      Book Standlate 19th century    "
Vase,https://www.brooklynmuseum.org/opencollection/objects/86398,"
      Louis Comfort TiffanyAmerican, 1848–1933Vaseca. 1900    "
Vase,https://www.brooklynmuseum.org/opencollection/objects/86399,"
      Louis Comfort TiffanyAmerican, 1848–1933Vaseca. 1900    "
Pitcher,https://www.brooklynmuseum.org/opencollection/objects/90368,"
      AmericanPitcherca. 1879    "
Perfume Bottle with Stopper,https://www.brooklynmuseum.org/opencollection/objects/91780,"
      AmericanPerfume Bottle with Stopperca. 1901–1905    "
Basin with Blazon of Mamluk Sultan Qaytbay,https://www.brooklynmuseum.org/opencollection/objects/93140,"
      Basin with Blazon of Mamluk Sultan Qaytbayca. A.H. 902–904/1496–1498 C.E.    "
Mirror Case,https://www.brooklynmuseum.org/opencollection/objects/99290,"
      Mirror Caseearly 19th century    "
Primer,https://www.brooklynmuseum.org/opencollection/objects/109571,"
      MughalPrimer17th century    "
Vase,https://www.brooklynmuseum.org/opencollection/objects/110164,"
      Minic Custom Woodwork and Interiors; Frank Lloyd WrightVaseDesigned 1953; Manufactured 1954    "
Vase,https://www.brooklynmuseum.org/opencollection/objects/111624,"
      George Sakier; Fostoria Glass CompanyVaseca. 1930    "
Palanquin Pole Collar,https://www.brooklynmuseum.org/opencollection/objects/111667,"
      Palanquin Pole Collar12th century    "
Large Vessel with Elephant Head Decoration on Shoulders,https://www.brooklynmuseum.org/opencollection/objects/112166,"
      Large Vessel with Elephant Head Decoration on Shouldersca. 12th century    "
Head of Buddha,https://www.brooklynmuseum.org/opencollection/objects/114758,"
      Head of Buddha8th century    "
Correspondence Black-White,https://www.brooklynmuseum.org/opencollection/objects/149216,"
      Leon Polk SmithAmerican, 1906–1996Correspondence Black-White1967    "
Decanter and Stopper,https://www.brooklynmuseum.org/opencollection/objects/159009,"
      EuropeanDecanter and Stopperca. 19th century    "
"Glass, Chromatics Line",https://www.brooklynmuseum.org/opencollection/objects/159101,"
      Gerald Gulotta; CrisalGlass, Chromatics LineDesigned 1970; Made 1971–1973    "
Lidded Jar in the Form of an Elephant,https://www.brooklynmuseum.org/opencollection/objects/167128,"
      Lidded Jar in the Form of an Elephant12th century    "
Side Chair,https://www.brooklynmuseum.org/opencollection/objects/2402,"
      Side Chairca. 1770    "
Manjushri,https://www.brooklynmuseum.org/opencollection/objects/38062,"
      Manjushri18th–19th century    "
Inscribed Tile Fragment,https://www.brooklynmuseum.org/opencollection/objects/44508,"
      Inscribed Tile Fragmentlate 13th century    "
Star Shaped Tile,https://www.brooklynmuseum.org/opencollection/objects/65125,"
      Star Shaped Tile13th century    "
Sugar Bowl with Cover,https://www.brooklynmuseum.org/opencollection/objects/65436,"
      Sugar Bowl with Coverlate 18th–early 19th century    "
Tray,https://www.brooklynmuseum.org/opencollection/objects/65437,"
      Traylate 18th–early 19th century    "
Sideboard,https://www.brooklynmuseum.org/opencollection/objects/87534,"
      Sideboardca. 1820    "
